jurisdiction,element,level,family,status,scope_version,citation_path,pe_modeled,evidence_note
us,C-ST-1397aa,federal_only,federal statute (uscode.house.gov),PRESENT,2026-07-19-rulespec-title-42-consolidated,us/statute/42/1397aa,no,federal statute text held (42 U.S.C. 1397aa)
us-ma,C-457-380,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-chip-state-eligibility-manual,us-ma/regulation/130-cmr/506/005,no,strong pattern /verif(y|ied|ication) (of )?(income|eligibility|cit/ matched: '005 Verification of Income'
us-md,C-457-380,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-md/manual/mdh/medicaid/section-400/page-18,no,strong pattern /verif(y|ied|ication) (of )?(income|eligibility|cit/ matched: 'the A/R on the Medical Assistance application form: Income: Verification of income is no longer mandatory for the F-Track coverage groups Income must'
us-me,C-457-380,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-chip-state-eligibility-manual,us-me/regulation/dhhs/ofi/chapter-332/part-5/section-4,no,strong pattern /verif(y|ied|ication) (of )?(income|eligibility|cit/ matched: 'is considered to be an application for Medicaid and CHIP. Verification of information needed to determine eligibility must be requested initially fr'
us-mi,C-457-380,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-11-mi-snap-manual-supersede,us-mi/manual/mdhhs/bridges/bam/210/page-18,no,"strong pattern /verif(y|ied|ication) (of )?(income|eligibility|cit/ matched: 'dges and entering the date received. • Review, document and verify eligibility factors as required. • MAGI Medicaid uses the H79, Redetermination & Re'"
us-mn,C-457-380,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-chip-state-eligibility-manual,us-mn/manual/dhs/chip/epm-2-2-3-3/block-8,no,"strong pattern /verif(y|ied|ication) (of )?(income|eligibility|cit/ matched: 'Because verification of income is required prior to MA eligibility, PAI is a pre-eligibility verification for people who appear to be eligible under t'"
us-mo,C-457-380,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-mo/manual/dss/medicaid/magi/1800-000-00/1800-005-00/block-1,no,"strong pattern /verif(y|ied|ication) (of )?(income|eligibility|cit/ matched: 'P agencies to develop and maintain a MAGI State Eligibility Verification plan outlining policies, processes and data sources used to determine MAGI El'"
us-ms,C-457-380,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-chip-state-eligibility-manual,us-ms/manual/dom/chip/epm-chapter-101/101.08.03A,no,strong pattern /verif(y|ied|ication) (of )?(income|eligibility|cit/ matched: '101.08.03A ELECTRONIC DATA SOURCES UTILIZED BY DOM'
us-mt,C-457-380,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-mt/manual/dphhs/medicaid/cma103-4/page-1,no,"strong pattern /verif(y|ied|ication) (of )?(income|eligibility|cit/ matched: 'information may be needed. ACA and Family Medically Needy: Self-attestation is accepted for most non-ﬁnancial, and ﬁnancial criteria. We must accept'"
us-nc,C-457-380,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-nc/manual/dhb/medicaid/ma-200/page-13,no,strong pattern /verif(y|ied|ication) (of )?(income|eligibility|cit/ matched: 'whom the Income Maintenance Caseworker approaches to obtain verification of information provided by the budget unit. Commissions --- Percentage of mo'
us-nd,C-457-380,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-chip-state-eligibility-manual,us-nd/manual/hhs/aca-medicaid/510-03-100-70/block-1,no,strong pattern /verif(y|ied|ication) (of )?(income|eligibility|cit/ matched: '/recipient or other knowledgeable individual explaining why verification of citizenship cannot be obtained. This form is available through the Depart'
us-ne,C-457-380,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-13-medicaid-state-eligibility-manual,us-ne/regulation/title-477/appendix/477-000-004/page-2,no,strong pattern /verif(y|ied|ication) (of )?(income|eligibility|cit/ matched: '-004 MANUAL LETTER #43-2018 Nebraska MAGI-Based Eligibility Verification Plan for Medicaid & CHIP (MAGI) Eligibility Factor Verification Source Reason'
us-nh,C-457-380,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-chip-state-eligibility-manual,us-nh/regulation/he-w-800/806.01,no,strong pattern /verif(y|ied|ication) (of )?(income|eligibility|cit/ matched: 'General Verification Requirements - All Categories of Medical Assistance and Low-Income Subsidy Assistance'
us-nj,C-457-380,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-nj/manual/dhs/medicaid/njac-10-78/page-24,no,strong pattern /verif(y|ied|ication) (of )?(income|eligibility|cit/ matched: '. NJ FAMILYCARE > SUBCHAPTER 2. CASE PROCESSING § 10:78-2.3 Verification requirements (a) The eligibility determination agency shall verify all factor'
us-nm,C-457-380,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-chip-state-eligibility-manual,us-nm/regulation/nmac/8/291/410/8.291.410.21,no,strong pattern /verif(y|ied|ication) (of )?(income|eligibility|cit/ matched: 'VERIFICATION STANDARDS:'
us-nv,C-457-380,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-chip-state-eligibility-manual,us-nv/manual/dwss/chip/mam-appendix-a/page-3,no,strong pattern /verif(y|ied|ication) (of )?(income|eligibility|cit/ matched: 'ed through the NUMIDENT system. Verify Verify Verify Verify Verify Household Composition Customer Statement Customer Statement Customer Statement Cust'
us-ny,C-457-380,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-13-chip-state-plan,us-ny/policy/cms/chip-state-plan/spa/ny-23-0034-chip-and-ny-23-0034a-chip/approval-package/page-21,no,strong pattern /verif(y|ied|ication) (of )?(income|eligibility|cit/ matched: '320(a)) 4.1.0 Describe how the State meets the citizenship verification requirements. Include whether or not State has opted to use SSA verification'
us-oh,C-457-380,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-13-chip-state-plan,us-oh/policy/cms/chip-state-plan/spa/oh-21-0037/approval-package/page-66,no,strong pattern /verif(y|ied|ication) (of )?(income|eligibility|cit/ matched: '320(a)) 4.1.0 Describe how the State meets the citizenship verification requirements. Include whether or not State has opted to use SSA verification'
us-ok,C-457-380,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-ok/manual/ohca/medicaid/317-35-5-25/block-1,no,strong pattern /verif(y|ied|ication) (of )?(income|eligibility|cit/ matched: 'SECTION 25. Citizenship/noncitizen status and identity verification requirements'
us-or,C-457-380,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-chip-state-eligibility-manual,us-or/regulation/chapter-410/division-200/410-200-0015,no,"strong pattern /verif(y|ied|ication) (of )?(income|eligibility|cit/ matched: 'e record, using the Federal Data Services Hub and automated electronic verification sources available to the agency to perform data matches for the sa'"
us-pa,C-457-380,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-chip-state-eligibility-manual,us-pa/manual/dhs/chip/enrollment-and-benefits-handbook/chapter-1,no,strong pattern /verif(y|ied|ication) (of )?(income|eligibility|cit/ matched: 'will be conditionally enrolled in CHIP for 90 days pending verification of citizenship and identity. 1.4 OTHER SOURCES OF HEALTH INSURANCE COVERAGE A'
us-ri,C-457-380,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-ri/manual/eohhs/medicaid/210-ricr-10-00-3/page-1,no,strong pattern /verif(y|ied|ication) (of )?(income|eligibility|cit/ matched: 'h discrepancies between information sources are detected or electronic verification fails unless explicitly directed otherwise by federal or State law'
us-sc,C-457-380,state,state eligibility manual or codified eligibility regulation,REVIEW,2026-09-13-chip-state-plan,us-sc/policy/cms/chip-state-plan/compiled/current-state-plan/page-12,no,"weak (candidate) pattern matched; /verif/: 'ut any health insurance coverage the family already has and verifies that information with the employers and record matches under regular Medicaid TPL' (candidate, needs reading)"
us-sd,C-457-380,state,state eligibility manual or codified eligibility regulation,REVIEW,2026-09-10-chip-state-eligibility-manual,us-sd/regulation/arsd/67/46/14/13,no,"weak (candidate) pattern matched; /verif/: 'he caretaker must provide the department with the necessary verifications to establish initial or continuing eligibility and any information necessary' (candidate, needs reading)"
us-tn,C-457-380,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-tn/manual/tenncare/medicaid/admin-200-030/page-5,no,"strong pattern /verif(y|ied|ication) (of )?(income|eligibility|cit/ matched: 'herwise excepted by policy (i.e., reasonable opportunity to verify citizenship). 14. Application Processing Time Limits Federal regulations require'"
us-tx,C-457-380,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-chip-state-eligibility-manual,us-tx/manual/hhs/chip/texas-works-handbook-part-d/d-620,no,strong pattern /verif(y|ied|ication) (of )?(income|eligibility|cit/ matched: 'Verification Requirements'
us-ut,C-457-380,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-chip-state-eligibility-manual,us-ut/manual/dhhs/chip/202-3-verification-of-non-citizen-status/block-2,no,strong pattern /verif(y|ied|ication) (of )?(income|eligibility|cit/ matched: 'Electronic Verification'
us-va,C-457-380,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-va/manual/dmas/medicaid/m01/page-39,no,"strong pattern /verif(y|ied|ication) (of )?(income|eligibility|cit/ matched: 'ustodial parent’s income information, written permission to verify income using available online data sources, and other information necessary to veri'"
us-vt,C-457-380,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-chip-state-eligibility-manual,us-vt/regulation/ahs/hbee/part-2/12.05,no,"strong pattern /verif(y|ied|ication) (of )?(income|eligibility|cit/ matched: 'consecutive years for which tax data would be utilized for verification of household income and family size in accordance with § 56.01(a), and the ta'"
us-wa,C-457-380,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-wa/manual/hca/medicaid/public-health-emergency-and-apple-health/block-1,no,strong pattern /verif(y|ied|ication) (of )?(income|eligibility|cit/ matched: 'ations to verify circumstances; or Allowing flexibility for self-attestation in some situations including attesting to a disabling condition that coul'
us-wi,C-457-380,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-wi/manual/dhs/medicaid/meh-release-26-03/page-93,no,strong pattern /verif(y|ied|ication) (of )?(income|eligibility|cit/ matched: 'required to receive health care benefits unless previously verified information becomes questionable. 7.2.1.1 Covered Programs The U.S. citizenship v'
us-wv,C-457-380,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-07-21-wv-income-maintenance-manual,us-wv/manual/bfa/income-maintenance-manual/page-5,no,"strong pattern /verif(y|ied|ication) (of )?(income|eligibility|cit/ matched: 'eir value are also included. 6 Data Exchanges Describes the electronic data sources used to verify information reported by the client, when they can b'"
us-wy,C-457-380,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-13-chip-state-plan,us-wy/policy/cms/chip-state-plan/spa/wy-21-0017/approval-package/page-21,no,strong pattern /verif(y|ied|ication) (of )?(income|eligibility|cit/ matched: '320(a)) 4.1.0 Describe how the State meets the citizenship verification requirements. Include whether or not State has opted to use SSA verification'
us,C-457-401,federal_only,federal regulation (eCFR),PRESENT,2026-07-13-recovery-r2026-07-17-dedup,us/regulation/42/457/401,no,federal regulation text held (42 CFR 457.401)
us-ak,C-457-401,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/401,no,federal-only element (42 CFR 457.401); carried at the us row and inherited
us-al,C-457-401,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/401,no,federal-only element (42 CFR 457.401); carried at the us row and inherited
us-ar,C-457-401,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/401,no,federal-only element (42 CFR 457.401); carried at the us row and inherited
us-az,C-457-401,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/401,no,federal-only element (42 CFR 457.401); carried at the us row and inherited
us-ca,C-457-401,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/401,no,federal-only element (42 CFR 457.401); carried at the us row and inherited
us-co,C-457-401,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/401,no,federal-only element (42 CFR 457.401); carried at the us row and inherited
us-ct,C-457-401,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/401,no,federal-only element (42 CFR 457.401); carried at the us row and inherited
