jurisdiction,element,level,family,status,scope_version,citation_path,pe_modeled,evidence_note
us,tanf-f-usc-601,federal,federal statute,EXTRACTABLE,,,no,42 U.S.C. 601 Purpose of Title IV-A; no individual entitlement: not in any us/statute scope; uscode.house.gov publishes title 42 (the corpus already takes USC titles from it); inherited by all 51 jurisdictions
us,tanf-f-usc-602,federal,federal statute,EXTRACTABLE,,,no,"42 U.S.C. 602 Eligible States; State plan contents (602(a)(1)-(7)), certifications, public comment, 3-year renewal: not in any us/statute scope; uscode.house.gov publishes title 42 (the corpus already takes USC titles from it); inherited by all 51 jurisdictions"
us-mt,tanf-s23,state,state regulation/manual,PRESENT,us-mt/manual/2026-09-10-tanf-state-policy-manual,us-mt/manual/dphhs/tanf/302-1/page-1,no,"heading='Page 1' | 2 body matches | e permanently or seek employment in the state of Montana verifies the residency requirement. There is no durational requirement, such as having to reside in Mont"
us-mt,tanf-s24,federal_with_state_option,state regulation/manual,REVIEW,,,no,"single body mention only at us-mt/manual/2026-09-10-tanf-state-policy-manual us-mt/manual/dphhs/tanf/0-2/page-3 ('ber Resources ................................................. 401-1 Domestic Violence Screening Questionnaire ........'), not enough for PRESENT; no body in the selected scope(s) [manual/2026-09-10-tanf-state-policy-manual] matched the evidence patterns with a heading match or 2+ body matches; the scope is the publisher's whole rulebook per the queue row, so either the element lives under other vocabulary or the state does not set it"
us-mt,tanf-s25,federal_with_state_option,state regulation/manual,PRESENT,us-mt/manual/2026-09-10-tanf-state-policy-manual,us-mt/manual/dphhs/tanf/1502-1/page-1,no,heading='Page 1' | 12 body matches | TANF 1502-1 Redetermination Supersedes: TANF 1502-1 (1/1/18) Reference: 45 CFR 206.10(a)(9) and (
us-mt,tanf-s26,state,state regulation/manual,PRESENT,us-mt/manual/2026-09-10-tanf-state-policy-manual,us-mt/manual/dphhs/tanf/1503-1/page-1,no,heading='Page 1' | 7 body matches | TANF 1503-1 Timely and Adequate Notice Supersedes: TANF 1503-1 (1/1/07) Reference: ARM 37.5.505 Overview: Ti
us-mt,tanf-s27,federal_with_state_option,state regulation/manual,PRESENT,us-mt/manual/2026-09-10-tanf-state-policy-manual,us-mt/manual/dphhs/tanf/1504-1/page-1,no,heading='Page 1' | 12 body matches | TANF 1504-1 Overpayments Supersedes: TANF 1504-1 (1/1/12) Reference: ARM 37.78.430 Overview: A
us-mt,tanf-s28,federal_with_state_option,state regulation/manual,PRESENT,us-mt/manual/2026-09-10-tanf-state-policy-manual,us-mt/manual/dphhs/tanf/0-4/page-9,no,heading='Page 9' | 2 body matches | timate goal of developing long-term financial stability and security. FLEEING FELON--An individual who has been convicted of a felony and is fleeing inca
us-mt,tanf-s29,federal_with_state_option,state regulation/manual,PRESENT,us-mt/manual/2026-09-10-tanf-state-policy-manual,us-mt/manual/dphhs/tanf/901-1/page-2,no,heading='Page 2' | 4 body matches | RICTIONS: Households are restricted from using an EBT card at: 1. Any liquor store a. Any retail establishment that sells exclusively or primarily intox
us-mt,tanf-s30,federal_with_state_option,state regulation/manual,PRESENT,us-mt/manual/2026-09-10-tanf-state-policy-manual,us-mt/manual/dphhs/tanf/711-1/page-1,no,heading='Page 1' | 9 body matches | TANF 711-1 Supportive Services Supersedes: TANF 711-1 (06/01/23) Reference: ARM 37.78.832 Overview:
us-mt,tanf-s31,state,state regulation/manual,PRESENT,us-mt/manual/2026-09-10-tanf-state-policy-manual,us-mt/manual/dphhs/tanf/604-1/page-2,yes,heading='Page 2' | 7 body matches | ested against the benefit standard for the unit's size. Determine net countable income by: 1. Subtracting earned income disregards from the gross countable
us-mt,tanf-s32,federal_with_state_option,state TANF plan (state-published,EXTRACTABLE,,,no,"MT DPHHS TANF manual page lists the TANF State Plan 1/2024-12/2026 PDF (state-plan family, not taken; batch-1 run note)"
us-nc,tanf-s01,federal_with_state_option,state regulation/manual (assistance unit chapter),EXTRACTABLE,,,partial,"found in unselected on-disk scope us-nc/manual/2026-07-03-nc-work-first-manual at us-nc/manual/dhhs/work-first/114-income-and-budgeting/section-iii ('and unearned income from the Need Standard based on the number in the assistance unit. Subtract the total from the Need '); Work First Manual: only section 114 (Income and Budgeting, 18 rows) was ever ingested (us-nc/manual/2026-07-03-nc-work-first-manual, unselected); the other WF sections are posted at policies.ncdhhs.gov (queue row: follow-up)"
us-nc,tanf-s02,federal_with_state_option,state regulation/manual,REVIEW,,,yes,"not located by pattern in the selected scope(s) nor in the unselected on-disk scope; Work First Manual: only section 114 (Income and Budgeting, 18 rows) was ever ingested (us-nc/manual/2026-07-03-nc-work-first-manual, unselected); the other WF sections are posted at policies.ncdhhs.gov (queue row: follow-up)"
us-nc,tanf-s03,federal_with_state_option,state regulation/manual,REVIEW,,,no,"not located by pattern in the selected scope(s) nor in the unselected on-disk scope; Work First Manual: only section 114 (Income and Budgeting, 18 rows) was ever ingested (us-nc/manual/2026-07-03-nc-work-first-manual, unselected); the other WF sections are posted at policies.ncdhhs.gov (queue row: follow-up)"
us-nc,tanf-s04,federal_with_state_option,state regulation/manual,REVIEW,,,partial,"not located by pattern in the selected scope(s) nor in the unselected on-disk scope; Work First Manual: only section 114 (Income and Budgeting, 18 rows) was ever ingested (us-nc/manual/2026-07-03-nc-work-first-manual, unselected); the other WF sections are posted at policies.ncdhhs.gov (queue row: follow-up)"
us-nc,tanf-s05,state,state regulation/manual,EXTRACTABLE,,,yes,"found in unselected on-disk scope us-nc/manual/2026-07-03-nc-work-first-manual at us-nc/manual/dhhs/work-first/114-income-and-budgeting/section-iii ('g the household’s total countable earned and unearned income from the Need Standard based on the number in the assistanc'); Work First Manual: only section 114 (Income and Budgeting, 18 rows) was ever ingested (us-nc/manual/2026-07-03-nc-work-first-manual, unselected); the other WF sections are posted at policies.ncdhhs.gov (queue row: follow-up)"
us-nc,tanf-s06,state,state regulation/manual,EXTRACTABLE,,,yes,"found in unselected on-disk scope us-nc/manual/2026-07-03-nc-work-first-manual at us-nc/manual/dhhs/work-first/114-income-and-budgeting/section-v ('mily reports income, verify and document the income and determine the payment amount by projecting income following the '); Work First Manual: only section 114 (Income and Budgeting, 18 rows) was ever ingested (us-nc/manual/2026-07-03-nc-work-first-manual, unselected); the other WF sections are posted at policies.ncdhhs.gov (queue row: follow-up)"
us-nc,tanf-s07,state,state regulation/manual,REVIEW,,,yes,"not located by pattern in the selected scope(s) nor in the unselected on-disk scope; Work First Manual: only section 114 (Income and Budgeting, 18 rows) was ever ingested (us-nc/manual/2026-07-03-nc-work-first-manual, unselected); the other WF sections are posted at policies.ncdhhs.gov (queue row: follow-up)"
us-nc,tanf-s08,state,state regulation/manual,REVIEW,,,yes,"not located by pattern in the selected scope(s) nor in the unselected on-disk scope; Work First Manual: only section 114 (Income and Budgeting, 18 rows) was ever ingested (us-nc/manual/2026-07-03-nc-work-first-manual, unselected); the other WF sections are posted at policies.ncdhhs.gov (queue row: follow-up)"
us-nc,tanf-s09,federal_with_state_option,state regulation/manual,EXTRACTABLE,,,partial,"found in unselected on-disk scope us-nc/manual/2026-07-03-nc-work-first-manual at us-nc/manual/dhhs/work-first/114-income-and-budgeting/section-xv ('s will be sent to the county for other dependents. D. Notification to Child Support Enforcement Office Notify the Child '); Work First Manual: only section 114 (Income and Budgeting, 18 rows) was ever ingested (us-nc/manual/2026-07-03-nc-work-first-manual, unselected); the other WF sections are posted at policies.ncdhhs.gov (queue row: follow-up)"
us-nc,tanf-s10,state,state regulation/manual,REVIEW,,,yes,"not located by pattern in the selected scope(s) nor in the unselected on-disk scope; Work First Manual: only section 114 (Income and Budgeting, 18 rows) was ever ingested (us-nc/manual/2026-07-03-nc-work-first-manual, unselected); the other WF sections are posted at policies.ncdhhs.gov (queue row: follow-up)"
us-nc,tanf-s11,federal_with_state_option,state regulation/manual,REVIEW,,,yes,"not located by pattern in the selected scope(s) nor in the unselected on-disk scope; Work First Manual: only section 114 (Income and Budgeting, 18 rows) was ever ingested (us-nc/manual/2026-07-03-nc-work-first-manual, unselected); the other WF sections are posted at policies.ncdhhs.gov (queue row: follow-up)"
us-nc,tanf-s12,state,state regulation/manual,REVIEW,,,partial,"not located by pattern in the selected scope(s) nor in the unselected on-disk scope; Work First Manual: only section 114 (Income and Budgeting, 18 rows) was ever ingested (us-nc/manual/2026-07-03-nc-work-first-manual, unselected); the other WF sections are posted at policies.ncdhhs.gov (queue row: follow-up)"
us-nc,tanf-s13,state,state regulation/manual,EXTRACTABLE,,,yes,"found in unselected on-disk scope us-nc/manual/2026-07-03-nc-work-first-manual at us-nc/manual/dhhs/work-first/114-income-and-budgeting/section-v ('ng a base period for nonrepresentative income: 1. Explore alternative budgeting methods for projecting or averaging inco'); Work First Manual: only section 114 (Income and Budgeting, 18 rows) was ever ingested (us-nc/manual/2026-07-03-nc-work-first-manual, unselected); the other WF sections are posted at policies.ncdhhs.gov (queue row: follow-up)"
us-nc,tanf-s14,federal_with_state_option,state regulation/manual,EXTRACTABLE,,,no,"found in unselected on-disk scope us-nc/manual/2026-07-03-nc-work-first-manual at us-nc/manual/dhhs/work-first/114-income-and-budgeting/section-xi ('n if received for less than three months, the household has met their lifetime limit for Job Bonus. Note: For Work First'); Work First Manual: only section 114 (Income and Budgeting, 18 rows) was ever ingested (us-nc/manual/2026-07-03-nc-work-first-manual, unselected); the other WF sections are posted at policies.ncdhhs.gov (queue row: follow-up)"
us-nc,tanf-s15,federal_with_state_option,state regulation/manual,REVIEW,,,partial,"not located by pattern in the selected scope(s) nor in the unselected on-disk scope; Work First Manual: only section 114 (Income and Budgeting, 18 rows) was ever ingested (us-nc/manual/2026-07-03-nc-work-first-manual, unselected); the other WF sections are posted at policies.ncdhhs.gov (queue row: follow-up)"
us-nc,tanf-s16,federal_with_state_option,state regulation/manual,REVIEW,,,no,"not located by pattern in the selected scope(s) nor in the unselected on-disk scope; Work First Manual: only section 114 (Income and Budgeting, 18 rows) was ever ingested (us-nc/manual/2026-07-03-nc-work-first-manual, unselected); the other WF sections are posted at policies.ncdhhs.gov (queue row: follow-up)"
us-nc,tanf-s17,federal_with_state_option,state regulation/manual,EXTRACTABLE,,,partial,"found in unselected on-disk scope us-nc/manual/2026-07-03-nc-work-first-manual at us-nc/manual/dhhs/work-first/114-income-and-budgeting/section-vi ('il compliance, whichever is later. For non-compliance with the MRA, a sanction is applied to the Work First payment. See'); Work First Manual: only section 114 (Income and Budgeting, 18 rows) was ever ingested (us-nc/manual/2026-07-03-nc-work-first-manual, unselected); the other WF sections are posted at policies.ncdhhs.gov (queue row: follow-up)"
us-nc,tanf-s18,federal_with_state_option,state regulation/manual,REVIEW,,,no,"not located by pattern in the selected scope(s) nor in the unselected on-disk scope; Work First Manual: only section 114 (Income and Budgeting, 18 rows) was ever ingested (us-nc/manual/2026-07-03-nc-work-first-manual, unselected); the other WF sections are posted at policies.ncdhhs.gov (queue row: follow-up)"
us-nc,tanf-s19,federal_with_state_option,state regulation/manual,EXTRACTABLE,,,no,"found in unselected on-disk scope us-nc/manual/2026-07-03-nc-work-first-manual at us-nc/manual/dhhs/work-first/114-income-and-budgeting/section-x ('orrect benefit issuance and compliance with certain provisions of the Mutual Responsibility Agreement. Certain household'); Work First Manual: only section 114 (Income and Budgeting, 18 rows) was ever ingested (us-nc/manual/2026-07-03-nc-work-first-manual, unselected); the other WF sections are posted at policies.ncdhhs.gov (queue row: follow-up)"
us-nc,tanf-s20,federal_with_state_option,state regulation/manual,EXTRACTABLE,,,partial,"found in unselected on-disk scope us-nc/manual/2026-07-03-nc-work-first-manual at us-nc/manual/dhhs/work-first/114-income-and-budgeting/section-i ('reasons Parents (including biological, adoptive, step and emancipated minor parents) Earned and unearned income Earned a'); Work First Manual: only section 114 (Income and Budgeting, 18 rows) was ever ingested (us-nc/manual/2026-07-03-nc-work-first-manual, unselected); the other WF sections are posted at policies.ncdhhs.gov (queue row: follow-up)"
us-nc,tanf-s21,federal_with_state_option,state regulation/manual,REVIEW,,,no,"not located by pattern in the selected scope(s) nor in the unselected on-disk scope; Work First Manual: only section 114 (Income and Budgeting, 18 rows) was ever ingested (us-nc/manual/2026-07-03-nc-work-first-manual, unselected); the other WF sections are posted at policies.ncdhhs.gov (queue row: follow-up)"
us-nc,tanf-s22,federal_with_state_option,state regulation/manual,REVIEW,,,partial,"not located by pattern in the selected scope(s) nor in the unselected on-disk scope; Work First Manual: only section 114 (Income and Budgeting, 18 rows) was ever ingested (us-nc/manual/2026-07-03-nc-work-first-manual, unselected); the other WF sections are posted at policies.ncdhhs.gov (queue row: follow-up)"
us-nc,tanf-s23,state,state regulation/manual,REVIEW,,,no,"not located by pattern in the selected scope(s) nor in the unselected on-disk scope; Work First Manual: only section 114 (Income and Budgeting, 18 rows) was ever ingested (us-nc/manual/2026-07-03-nc-work-first-manual, unselected); the other WF sections are posted at policies.ncdhhs.gov (queue row: follow-up)"
us-nc,tanf-s24,federal_with_state_option,state regulation/manual,REVIEW,,,no,"not located by pattern in the selected scope(s) nor in the unselected on-disk scope; Work First Manual: only section 114 (Income and Budgeting, 18 rows) was ever ingested (us-nc/manual/2026-07-03-nc-work-first-manual, unselected); the other WF sections are posted at policies.ncdhhs.gov (queue row: follow-up)"
us-nc,tanf-s25,federal_with_state_option,state regulation/manual,EXTRACTABLE,,,no,"found in unselected on-disk scope us-nc/manual/2026-07-03-nc-work-first-manual at us-nc/manual/dhhs/work-first/114-income-and-budgeting/section-v ('iod for most income is the month prior to the month of application or recertification. 2. Three Months: The base period '); Work First Manual: only section 114 (Income and Budgeting, 18 rows) was ever ingested (us-nc/manual/2026-07-03-nc-work-first-manual, unselected); the other WF sections are posted at policies.ncdhhs.gov (queue row: follow-up)"
us-nc,tanf-s26,state,state regulation/manual,EXTRACTABLE,,,no,"found in unselected on-disk scope us-nc/manual/2026-07-03-nc-work-first-manual at us-nc/manual/dhhs/work-first/114-income-and-budgeting/section-xi ('ial eligibility for Job Bonus. The DSS-8222/8222sp also serves as the Timely notice of termination for the household and'); Work First Manual: only section 114 (Income and Budgeting, 18 rows) was ever ingested (us-nc/manual/2026-07-03-nc-work-first-manual, unselected); the other WF sections are posted at policies.ncdhhs.gov (queue row: follow-up)"
