jurisdiction,element,level,family,status,scope_version,citation_path,pe_modeled,evidence_note,element_label,rulespec_encoded
us-mn,S23,state,state statute,EXTRACTABLE,,,"yes (credits/cdcc, income/credits/cdcc)",no selected statute body for this state carries it (selected statute scopes: 2026-07-13-recovery; income-tax chapter rows: 125); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources),Child and dependent care credit: percentage of the federal credit or own schedule,yes (1 income-tax files)
us-mn,S24,state,state statute,PRESENT,2026-07-13-recovery,us-mn/statute/290.06/block-45,no,"statute body ('Subd. 22. Credit for taxes paid to another state.', 7352 chars): 'h (f), upon income allocated or apportioned to Minnesota, is entitled to a credit for the tax paid to another state if the tax is actually paid in the taxable year or a subsequent '","Credit for income taxes paid to other states (resident credit, limitation)",yes (1 income-tax files)
us-mn,S25,state,state statute,N/A,,,"yes (credits, income/credits)","N/A: no low-income credit/no-tax floor (analyst knowledge, verify)","Low-income credit, no-tax floor, or low-income exclusion (poverty-level relief)",yes (1 income-tax files)
us-mn,S26,state,state statute,EXTRACTABLE,,,yes (credits/renters),no selected statute body for this state carries it (selected statute scopes: 2026-07-13-recovery; income-tax chapter rows: 125); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources),"Property tax circuit breaker, renter or homestead credit claimed on the income tax return",yes (1 income-tax files)
us-mn,S27,state,state statute,EXTRACTABLE,,,"yes (credits, income/credits)",no selected statute body for this state carries it (selected statute scopes: 2026-07-13-recovery; income-tax chapter rows: 125); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources),"Other personal credits enumerated in the credits article (education, adoption, charitable, long-term care, elderly, volunteer, etc.)",yes (1 income-tax files)
us-mn,S28,state,state statute,EXTRACTABLE,,,"yes (amt, income/amt)",no selected statute body for this state carries it (selected statute scopes: 2026-07-13-recovery; income-tax chapter rows: 125); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources),"State alternative minimum tax (rate, exemption, AMTI base) where enacted",yes (1 income-tax files)
us-mn,S29,state,state statute or bulletin,N/A,,,yes (income/niit),"N/A: no surtax or special individual income tax (analyst knowledge, verify)","Surtax or special individual tax (millionaire surtax, mental health tax, capital gains excise, interest and dividends tax, high-earner tax) where enacted, incl. the year's threshold",yes (1 income-tax files)
us-mn,S30,state,state statute,PRESENT,2026-07-13-recovery,us-mn/statute/290.06/block-62,no,"statute body ('Subd. 37. Beginning farmer incentive credit.', 2432 chars): 'ments or any other executed agreement, as of the last day of the taxable year. (e) For a nonresident or part-year resident, the credit under this section must be allocated using th'","Nonresident and part-year resident sourcing and apportionment (income from sources within the state, proration)",yes (1 income-tax files)
us-mn,S31,state,state statute,EXTRACTABLE,,,no,no selected statute body for this state carries it (selected statute scopes: 2026-07-13-recovery; income-tax chapter rows: 125); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources),Employer withholding requirement and withholding tables/formula,yes (1 income-tax files)
us-mn,S32,state,state statute,EXTRACTABLE,,,no,no selected statute body for this state carries it (selected statute scopes: 2026-07-13-recovery; income-tax chapter rows: 125); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources),"Individual estimated tax requirement, safe harbor and underpayment interest",yes (1 income-tax files)
us-mn,S33,state,state statute,EXTRACTABLE,,,no,no selected statute body for this state carries it (selected statute scopes: 2026-07-13-recovery; income-tax chapter rows: 125); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources),"Filing threshold: who must file a return (income floor, exemption-based, gross income test)",yes (1 income-tax files)
us-mn,S34,state,state statute,PRESENT,2026-07-13-recovery,us-mn/statute/290.06/block-47,no,"statute body ('Subd. 23. Refund of contributions to political parties and c', 3679 chars): 'than January 1 of the calendar year in which the contribution was made and no later than April 15 of the calendar year following the calendar year in which the contribution was mad'","Return due date, extensions, joint return liability and innocent spouse",yes (1 income-tax files)
us-mn,S35,state,state statute,N/A,,,no,"N/A: no local income tax authorized by the state code (analyst knowledge, verify)","Local income taxes (county, municipal, school district, city) authorized or imposed by the state code, where they exist",yes (1 income-tax files)
us-mn,R01,state,state regulation,EXTRACTABLE,,,n/a (document carrier; see the rule elements it carries),no selected regulation scope for this state is a revenue-department income tax regulation (the selected regulation scopes are benefit-program rules); the administrative code chapter is posted by the state's code publisher,State income tax regulations: the revenue department's administrative code chapter on the individual income tax,yes (1 income-tax files)
us-mn,F01,state,state form instructions and rate schedules,EXTRACTABLE,,,n/a (document carrier; see the rule elements it carries),no TY2025 resident return form in any selected form scope (form documents present: none); queue row 'done' points at guidance/2026-07-22-mn-income-tax-inflation-adjusted-amounts-2026; publisher forms index: state revenue department forms page,Tax year 2025 resident individual income tax return form,yes (1 income-tax files)
us-mn,F02,state,state form instructions and rate schedules,EXTRACTABLE,,,n/a (document carrier; see the rule elements it carries),no TY2025 resident instruction booklet in any selected form scope (form documents present: none); queue row 'done' points at guidance/2026-07-22-mn-income-tax-inflation-adjusted-amounts-2026; publisher forms index: state revenue department forms page,"Tax year 2025 resident return instruction booklet (line-by-line rules, worksheets)",yes (1 income-tax files)
us-mn,F03,state,state form instructions and rate schedules,EXTRACTABLE,,,"yes (income/rates, main, rates)",no TY2025 rate schedule/tax table/flat-rate body in the selection (form bodies: 0); publisher forms index revenue department forms page,"Tax year 2025 rate schedule, tax table or flat rate with the year's dollar thresholds (as printed)",yes (1 income-tax files)
us-mn,F04,state,state form instructions and rate schedules,EXTRACTABLE,,,"yes (deductions/standard, income/deductions, income/deductions/standard)",no TY2025 instruction body carrying the printed standard deduction/exemption amounts in the selection; publisher forms index revenue department forms page,Tax year 2025 standard deduction and exemption dollar amounts as printed in the instructions,yes (1 income-tax files)
us-mn,F05,state,state form instructions and rate schedules,EXTRACTABLE,,,no,no TY2025 instruction body carrying the state EITC/child credit parameters in the selection; publisher forms index revenue department forms page,"Tax year 2025 state EITC / child credit parameters as printed in the instructions (percentage of federal, amounts, worksheets)",yes (1 income-tax files)
us-mn,F06,state,state department bulletins,REVIEW,2026-07-22-mn-income-tax-inflation-adjusted-amounts-2026,us-mn/guidance/department-of-revenue/inflation-adjusted-amounts/2026/income-tax-brackets/married-joint-or-surviving-spouse,"yes (income/rates, main, rates)","guidance body ('married-joint-or-surviving-spouse', 106 chars): '2nd Bracket Threshold 2019 $48,700 3rd Bracket Threshold 2019 $193,480 4th Bracket Threshold 2019 $337,930'; NOTE: the body itself does not state 2026, the year comes from the scope/document label; the MN inflation-adjusted-amounts bodies carry columns labelled 2019, so the 2026 figures are NOT verifiably in the corpus (extraction defect)","Tax year 2026 indexed amounts (rate schedule, standard deduction, exemptions) as published for the year (estimated-tax instructions or department bulletin)",yes (1 income-tax files)
us-mo,S01,state,state statute,PRESENT,2026-07-16-pit-central-us-mo-143,us-mo/statute/143.011,"yes (income/rates, rates)","statute body ('Resident individuals — tax rates — rate reductions, when', 5845 chars): '1. A tax is hereby imposed for every taxable year on the Missouri taxable income of every resident. The tax shall be determined by applying the tax table or the rate provided in s'",Imposition of the individual income tax (or the constitutional/statutory bar for the nine no-tax states),yes (2 income-tax files)
